level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
2.5,2.0,180,"(420, 570)",l1,1322,0.2843794578757837,1.379030754841211,2.1454152594407705,-0.2676205421242163,10,10,0.686838124054463,-36.225838824066614,0.14075733154178235
2.5,2.0,180,"(450, 570)",vwap,1062,0.47078231615065125,1.3543028807532258,2.1080861780650264,-0.0812176838493488,9,10,0.5536723163841808,-33.71194133441213,0.2037138084400907
2.5,2.0,180,"(450, 570)",l1,1135,0.35017415888051123,1.488430791805038,2.669066972190656,-0.2018258411194888,10,10,0.6986784140969163,-27.00495251777761,0.13314373825061537
2.5,2.0,180,"(480, 570)",vwap,880,0.5224860713389726,1.3937805379780372,2.2764129324965596,-0.029513928661027422,9,10,0.5568181818181818,-47.59180221413658,0.22151734447106325
2.5,2.0,180,"(480, 570)",l1,933,0.37544687195941356,1.5145862320593988,2.752163369392019,-0.17655312804058648,10,10,0.6966773847802786,-24.52516414988304,0.15106733504905534
2.5,2.0,240,"(420, 570)",vwap,1234,0.3920505006567248,1.2901284882910526,1.7882555802524758,-0.15994949934327524,9,10,0.5429497568881686,-45.06837242451604,0.21052707350895897
2.5,2.0,240,"(420, 570)",l1,1322,0.2859966504668491,1.3820096075763935,2.1600578034918945,-0.26600334953315097,10,10,0.686838124054463,-36.225838824066614,0.13996140713729743
2.5,2.0,240,"(450, 570)",vwap,1062,0.45686601512498554,1.3408434044435473,2.0378724831678774,-0.09513398487501451,9,10,0.551789077212806,-36.86597559441179,0.2099190033713914
2.5,2.0,240,"(450, 570)",l1,1135,0.3520577964182984,1.492351707136974,2.6871936281735143,-0.19994220358170167,10,10,0.6986784140969163,-27.00495251777761,0.13243137071937006
2.5,2.0,240,"(480, 570)",vwap,880,0.5098202232341793,1.380598715193777,2.209221676728363,-0.04217977676582074,10,10,0.5545454545454546,-47.59180221413658,0.22702066683801236
2.5,2.0,240,"(480, 570)",l1,933,0.37773832812810426,1.5193580223559526,2.773534456804202,-0.17426167187189578,10,10,0.6966773847802786,-24.52516414988304,0.15015092241361733
2.5,2.5,120,"(420, 570)",vwap,1198,0.44641280251179966,1.351566192745637,2.0363226565758685,-0.10558719748820039,10,10,0.5959933222036727,-63.39438828663663,0.17286311002151866
